rank,canonical_name,total_mentions,variant_count,example_variants,risk_level,sub_weight,source,health_concern
791,hydrogenated soybean oil,37,1,hydrogenated soybean oil,,,,
792,sodium nitrate,37,1,sodium nitrate,,,,
793,dipentaerythrityl hexahydroxystearate/hexastearate/hexarosinate,37,1,dipentaerythrityl hexahydroxystearate/hexastearate/hexarosinate,,,,
794,ascophyllum nodosum extract,37,1,ascophyllum nodosum extract,,,,
795,chitosan,37,1,chitosan,,,,
796,citrus grandis (grapefruit) fruit extract,37,1,citrus grandis (grapefruit) fruit extract,,,,
797,polyquaternium-4,37,1,polyquaternium-4,,,,
798,heptyl undecylenate,37,1,heptyl undecylenate,,,,
799,citrus paradisi (grapefruit) fruit extract,37,1,citrus paradisi (grapefruit) fruit extract,,,,
800,cyclodextrin,37,1,cyclodextrin,,,,
801,pogostemon cablin oil,37,2,pogostemon cablin oil | pogostemon cablin oil*,,,,
802,chrysin,36,1,chrysin,,,,
803,sodium stearoyl lactylate,36,1,sodium stearoyl lactylate,,,,
804,saccharum officinarum (sugarcane) extract,36,1,saccharum officinarum (sugarcane) extract,,,,
805,caviar extract,36,1,caviar extract,,,,
806,biotinoyl tripeptide-1,36,1,biotinoyl tripeptide-1,,,,
807,hydroxypropyl guar,36,1,hydroxypropyl guar,,,,
808,polyacrylate-13,36,1,polyacrylate-13,,,,
809,peg-6 caprylic/capric glycerides,36,1,peg-6 caprylic/capric glycerides,,,,
810,polyquaternium-59,36,1,polyquaternium-59,,,,
811,undecane,36,1,undecane,,,,
812,tridecane,36,1,tridecane,,,,
813,sericin,36,1,sericin,,,,
814,polymnia sonchifolia root juice,36,1,polymnia sonchifolia root juice,,,,
815,sorbitan tristearate,36,1,sorbitan tristearate,,,,
816,glyceryl laurate,36,1,glyceryl laurate,,,,
817,dodecane,36,1,dodecane,,,,
818,adipic acid/neopentyl glycol/trimellitic anhydride copolymer,36,1,adipic acid/neopentyl glycol/trimellitic anhydride copolymer,,,,
819,ginkgo biloba leaf extract,36,1,ginkgo biloba leaf extract,,,,
820,calcium carbonate,36,1,calcium carbonate,,,,
821,citrus aurantifolia (lime) peel extract,36,1,citrus aurantifolia (lime) peel extract,,,,
822,amyris balsamifera bark oil,36,2,amyris balsamifera bark oil | amyris balsamifera bark oil*,,,,
823,amylopectin,35,1,amylopectin,,,,
824,cannabis sativa seed oil,35,1,cannabis sativa seed oil,,,,
825,brassicamidopropyl dimethylamine,35,1,brassicamidopropyl dimethylamine,,,,
826,ribes nigrum (black currant) seed oil,35,1,ribes nigrum (black currant) seed oil,,,,
827,salicornia herbacea extract,35,1,salicornia herbacea extract,,,,
828,ethyl linoleate,35,1,ethyl linoleate,,,,
829,magnolia officinalis bark extract,35,1,magnolia officinalis bark extract,,,,
830,cladosiphon okamuranus extract,35,1,cladosiphon okamuranus extract,,,,
831,lavandula angustifolia (lavender) flower extract,35,1,lavandula angustifolia (lavender) flower extract,,,,
832,sucrose acetate isobutyrate,35,1,sucrose acetate isobutyrate,,,,
833,citrulline,35,1,citrulline,,,,
834,carnosine,34,1,carnosine,,,,
835,cynara scolymus (artichoke) leaf extract,34,1,cynara scolymus (artichoke) leaf extract,,,,
836,diamond powder,34,1,diamond powder,,,,
837,caesalpinia spinosa fruit extract,34,1,caesalpinia spinosa fruit extract,,,,
838,quaternium-87,34,1,quaternium-87,,,,
839,acrylates/ethylhexyl acrylate copolymer,34,1,acrylates/ethylhexyl acrylate copolymer,,,,
840,isoceteth-20,34,1,isoceteth-20,,,,
841,punica granatum (pomegranate) extract,34,1,punica granatum (pomegranate) extract,,,,
842,diisopropyl sebacate,34,1,diisopropyl sebacate,,,,
843,anthemis nobilis flower extract,34,1,anthemis nobilis flower extract,,,,
844,ceteth-20,34,1,ceteth-20,,,,
845,leuconostoc ferment filtrate,34,1,leuconostoc ferment filtrate,,,,
846,diacetone alcohol,34,1,diacetone alcohol,,,,
847,methyldihydrojasmonate,33,1,methyldihydrojasmonate,,,,
848,sodium stearate,33,1,sodium stearate,,,,
849,kappaphycus alvarezii extract,33,1,kappaphycus alvarezii extract,,,,
850,dimethyl ether,33,1,dimethyl ether,,,,
851,ethyl macadamiate,33,1,ethyl macadamiate,,,,
852,trideceth-15,33,1,trideceth-15,,,,
853,sucrose tetrastearate triacetate,33,1,sucrose tetrastearate triacetate,,,,
854,citrus aurantifolia (lime) oil,33,1,citrus aurantifolia (lime) oil,,,,
855,lonicera japonica (honeysuckle) flower extract,33,1,lonicera japonica (honeysuckle) flower extract,,,,
856,yeast extract,33,1,yeast extract,,,,
857,saccharomyces/rice ferment filtrate,33,1,saccharomyces/rice ferment filtrate,,,,
858,sucrose cocoate,33,1,sucrose cocoate,,,,
859,orbignya oleifera seed oil,33,1,orbignya oleifera seed oil,,,,
860,furcellaria lumbricalis extract,33,1,furcellaria lumbricalis extract,,,,
861,honey extract,33,1,honey extract,,,,
862,phosphoric acid,33,1,phosphoric acid,,,,
863,whey protein/lactis protein/proteine du petit-lait,33,2,whey protein/lactis protein/proteine du petit-lait | whey protein\\lactis protein\\proteine du petit-lait,,,,
864,glucosamine hcl,32,1,glucosamine hcl,,,,
865,iris florentina root extract,32,1,iris florentina root extract,,,,
866,hydrolyzed corn starch,32,1,hydrolyzed corn starch,,,,
867,musa sapientum (banana) fruit extract,32,1,musa sapientum (banana) fruit extract,,,,
868,cetyl hydroxyethylcellulose,32,1,cetyl hydroxyethylcellulose,,,,
869,pistacia lentiscus (mastic) gum,32,1,pistacia lentiscus (mastic) gum,,,,
870,gardenia florida fruit extract,32,1,gardenia florida fruit extract,,,,
871,hydrogenated palm glycerides citrate,32,1,hydrogenated palm glycerides citrate,,,,
872,microcrystalline wax (cera microcristallina),32,1,microcrystalline wax (cera microcristallina),,,,
873,sodium lauroamphoacetate,32,1,sodium lauroamphoacetate,,,,
874,cananga odorata flower oil,32,1,cananga odorata flower oil,,,,
875,lauramidopropyl betaine,32,1,lauramidopropyl betaine,,,,
876,sodium myristoyl glutamate,32,1,sodium myristoyl glutamate,,,,
877,hydrogenated microcrystalline wax,32,1,hydrogenated microcrystalline wax,,,,
878,sodium sulfite,32,1,sodium sulfite,,,,
879,hedychium coronarium root extract,32,1,hedychium coronarium root extract,,,,
880,distearyldimonium chloride,32,1,distearyldimonium chloride,,,,
881,hydrogenated olive oil stearyl esters,32,1,hydrogenated olive oil stearyl esters,,,,
882,triolein,32,1,triolein,,,,
883,cera carnauba/copernicia cerifera (carnauba) wax/cire de carnauba,32,1,cera carnauba/copernicia cerifera (carnauba) wax/cire de carnauba,,,,
884,brassica oleracea acephala (kale) leaf extract,32,1,brassica oleracea acephala (kale) leaf extract,,,,
885,tropaeolum majus flower/leaf/stem extract,32,1,tropaeolum majus flower/leaf/stem extract,,,,
886,lilium candidum bulb extract,32,1,lilium candidum bulb extract,,,,
887,sorbitan oleate decylglucoside crosspolymer,31,1,sorbitan oleate decylglucoside crosspolymer,,,,
888,n-hydroxysuccinimide,31,1,n-hydroxysuccinimide,,,,
889,glyceryl behenate/eicosadioate,31,1,glyceryl behenate/eicosadioate,,,,
890,albizia julibrissin bark extract,31,1,albizia julibrissin bark extract,,,,
891,gold,31,1,gold,,,,
892,hydroxyproline,31,1,hydroxyproline,,,,
893,lactobacillus/punica granatum fruit ferment extract,31,1,lactobacillus/punica granatum fruit ferment extract,,,,
894,disodium cocoyl glutamate,31,1,disodium cocoyl glutamate,,,,
895,hippophae rhamnoides (sea buckthorn/argousier) fruit/seed oil,31,1,hippophae rhamnoides (sea buckthorn/argousier) fruit/seed oil,,,,
896,disiloxane,31,1,disiloxane,,,,
897,beheneth-30,31,1,beheneth-30,,,,
898,flavor (aroma),31,1,flavor (aroma),,,,
899,levulinic acid,31,1,levulinic acid,,,,
900,c12-20 alkyl glucoside,31,1,c12-20 alkyl glucoside,,,,
901,urtica dioica (nettle) leaf extract,31,1,urtica dioica (nettle) leaf extract,,,,
902,methyl glucose sesquistearate,31,1,methyl glucose sesquistearate,,,,
903,acrylates/beheneth-25 methacrylate copolymer,31,1,acrylates/beheneth-25 methacrylate copolymer,,,,
904,cocamide mea,31,1,cocamide mea,,,,
905,saccharomyces cerevisiae extract,31,1,saccharomyces cerevisiae extract,,,,
906,vaccinium macrocarpon (cranberry) seed oil,31,1,vaccinium macrocarpon (cranberry) seed oil,,,,
907,theobroma cacao (cocoa) seed extract,31,1,theobroma cacao (cocoa) seed extract,,,,
908,fucus vesiculosus extract,31,1,fucus vesiculosus extract,,,,
909,soy isoflavones,31,1,soy isoflavones,,,,
910,houttuynia cordata extract,31,1,houttuynia cordata extract,,,,
911,glyceryl linoleate,31,1,glyceryl linoleate,,,,
912,hexanal,31,1,hexanal,,,,
913,lauraldehyde,31,1,lauraldehyde,,,,
914,sea salt/maris sal/sel marin,31,2,sea salt/maris sal/sel marin | sea salt\\maris sal\\sel marin,,,,
915,adansonia digitata (baobab) oil,30,1,adansonia digitata (baobab) oil,,,,
916,quaternium-80,30,1,quaternium-80,,,,
917,ammonium polyacryloyldimethyl taurate,30,1,ammonium polyacryloyldimethyl taurate,,,,
918,acetyl octapeptide-3,30,1,acetyl octapeptide-3,,,,
919,potassium benzoate,30,1,potassium benzoate,,,,
920,c12-16 pareth-9,30,1,c12-16 pareth-9,,,,
921,saccharomyces ferment filtrate,30,1,saccharomyces ferment filtrate,,,,
922,c18-36 acid triglyceride,30,1,c18-36 acid triglyceride,,,,
923,laminaria ochroleuca extract,30,1,laminaria ochroleuca extract,,,,
924,beta-sitosterol,30,1,beta-sitosterol,,,,
925,isocetyl stearate,30,1,isocetyl stearate,,,,
926,glycine soja (soybean) protein,30,1,glycine soja (soybean) protein,,,,
927,potassium chloride,30,1,potassium chloride,,,,
928,dipalmitoyl hydroxyproline,30,1,dipalmitoyl hydroxyproline,,,,
929,santalum album (sandalwood) extract,30,1,santalum album (sandalwood) extract,,,,
930,phytosteryl/isostearyl/cetyl/stearyl/behenyl dimer dilinoleate,30,1,phytosteryl/isostearyl/cetyl/stearyl/behenyl dimer dilinoleate,,,,
